Date,time_of_day,MachineName,ustanov,bez_ustanova,rabotal
2022-05-19,Ночь,CK50,6250.0,21750.0,15200.0
2022-05-19,Ночь,V20,4709.0,6939.0,31552.0
2022-05-19,Ночь,V26/60_1,156.0,43044.0,0.0
2022-05-19,Ночь,V26/60_2,11112.0,5409.0,26679.0
2022-05-19,Ночь,V26/85,3735.0,17153.0,22312.0
2022-05-19,Ночь,VCENTR-102,5994.0,12968.0,24238.0
2022-05-19,Ночь,VCENTR-70,3601.0,13892.0,25707.0
2022-05-19,Ночь,VTM9,6660.0,22057.0,14483.0
2022-05-20,День,CK50,3807.0,14116.0,25277.0
2022-05-20,День,V20,5587.0,14098.0,23515.0
2022-05-20,День,V26/60_1,0.0,43200.0,0.0
2022-05-20,День,V26/60_2,2266.0,14508.0,26426.0
2022-05-20,День,V26/85,3914.0,23356.0,15930.0
2022-05-20,День,VCENTR-102,4286.0,17358.0,21556.0
2022-05-20,День,VCENTR-70,1053.0,37833.0,4314.0
2022-05-20,День,VTM9,1532.0,13204.0,28464.0
2022-05-20,Ночь,CK50,2087.0,27740.0,13373.0
2022-05-20,Ночь,V20,4962.0,6072.0,32166.0
2022-05-20,Ночь,V26/60_1,0.0,43200.0,0.0
2022-05-20,Ночь,V26/60_2,7510.0,3871.0,31819.0
2022-05-20,Ночь,V26/85,2754.0,25136.0,15310.0
2022-05-20,Ночь,VCENTR-102,5964.0,14986.0,22250.0
2022-05-20,Ночь,VCENTR-70,2221.0,26764.0,14215.0
2022-05-20,Ночь,VTM9,3642.0,28615.0,10943.0
2022-05-21,День,CK50,0.0,43200.0,0.0
2022-05-21,День,V20,4376.0,18460.0,20364.0
2022-05-21,День,V26/60_1,0.0,43200.0,0.0
2022-05-21,День,V26/60_2,2397.0,32667.0,8136.0
2022-05-21,День,V26/85,3947.0,22384.0,16869.0
2022-05-21,День,VCENTR-102,5507.0,14255.0,23438.0
2022-05-21,День,VCENTR-70,1873.0,28871.0,12456.0
2022-05-21,День,VTM9,2927.0,23286.0,16987.0
2022-05-21,Ночь,CK50,3101.0,17816.0,22283.0
2022-05-21,Ночь,V20,5642.0,6119.0,31439.0
2022-05-21,Ночь,V26/60_1,0.0,43200.0,0.0
2022-05-21,Ночь,V26/60_2,4500.0,17807.0,20893.0
2022-05-21,Ночь,V26/85,4341.0,4229.0,34630.0
2022-05-21,Ночь,VCENTR-102,2648.0,26386.0,14166.0
2022-05-21,Ночь,VCENTR-70,8665.0,15467.0,19068.0
2022-05-21,Ночь,VTM9,123.0,42011.0,1066.0
2022-05-22,День,CK50,171.0,40613.0,2416.0
2022-05-22,День,V20,6573.0,10704.0,25923.0
2022-05-22,День,V26/60_1,667.0,35987.0,6546.0
2022-05-22,День,V26/60_2,4421.0,4513.0,34266.0
2022-05-22,День,V26/85,4324.0,10289.0,28587.0
2022-05-22,День,VCENTR-102,0.0,43200.0,0.0
2022-05-22,День,VCENTR-70,9250.0,17138.0,16812.0
2022-05-22,День,VTM9,2150.0,19386.0,21664.0
2022-05-22,Ночь,CK50,0.0,43200.0,0.0
2022-05-22,Ночь,V20,4499.0,13170.0,25531.0
2022-05-22,Ночь,V26/60_1,7340.0,8539.0,27321.0
2022-05-22,Ночь,V26/60_2,4340.0,8197.0,30663.0
2022-05-22,Ночь,V26/85,2388.0,23879.0,16933.0
2022-05-22,Ночь,VCENTR-102,0.0,43200.0,0.0
2022-05-22,Ночь,VCENTR-70,6324.0,11686.0,25190.0
2022-05-22,Ночь,VTM9,1394.0,14613.0,27193.0
2022-05-23,День,CK50,0.0,43200.0,0.0
2022-05-23,День,V20,7057.0,11986.0,24157.0
2022-05-23,День,V26/60_1,5654.0,17963.0,19583.0
2022-05-23,День,V26/60_2,3719.0,8142.0,31339.0
2022-05-23,День,V26/85,3655.0,7929.0,31616.0
2022-05-23,День,VCENTR-102,281.0,42907.0,12.0
2022-05-23,День,VCENTR-70,9559.0,16723.0,16918.0
2022-05-23,День,VTM9,1259.0,22111.0,19830.0
2022-05-23,Ночь,CK50,0.0,43200.0,0.0
2022-05-23,Ночь,V20,3120.0,22531.0,17549.0
2022-05-23,Ночь,V26/60_1,5547.0,15555.0,22098.0
2022-05-23,Ночь,V26/60_2,2852.0,13939.0,26409.0
2022-05-23,Ночь,V26/85,1629.0,19946.0,21625.0
2022-05-23,Ночь,VCENTR-102,0.0,43200.0,0.0
2022-05-23,Ночь,VCENTR-70,5335.0,12240.0,25625.0
2022-05-23,Ночь,VTM9,4111.0,17817.0,21272.0
2022-05-24,День,CK50,1207.0,36863.0,5130.0
2022-05-24,День,V20,6423.0,17202.0,19575.0
2022-05-24,День,V26/60_1,4093.0,13217.0,25890.0
2022-05-24,День,V26/60_2,3415.0,12203.0,27582.0
2022-05-24,День,V26/85,2297.0,15504.0,25399.0
2022-05-24,День,VCENTR-102,0.0,43200.0,0.0
2022-05-24,День,VCENTR-70,4233.0,25148.0,13819.0
2022-05-24,День,VTM9,2437.0,29892.0,10871.0
2022-05-24,Ночь,CK50,0.0,43200.0,0.0
2022-05-24,Ночь,V20,4826.0,12417.0,25957.0
2022-05-24,Ночь,V26/60_1,5658.0,13222.0,24320.0
2022-05-24,Ночь,V26/60_2,3345.0,23836.0,16019.0
2022-05-24,Ночь,V26/85,3483.0,21174.0,18543.0
2022-05-24,Ночь,VCENTR-102,0.0,43200.0,0.0
2022-05-24,Ночь,VCENTR-70,2092.0,28121.0,12987.0
2022-05-24,Ночь,VTM9,397.0,15009.0,27794.0
2022-05-25,День,CK50,4110.0,31460.0,7630.0
2022-05-25,День,V20,6284.0,10660.0,26256.0
2022-05-25,День,V26/60_1,7699.0,15037.0,20464.0
2022-05-25,День,V26/60_2,5135.0,10096.0,27969.0
2022-05-25,День,V26/85,4887.0,11008.0,27305.0
2022-05-25,День,VCENTR-102,61.0,43139.0,0.0
2022-05-25,День,VCENTR-70,3525.0,29831.0,9844.0
2022-05-25,День,VTM9,2167.0,20824.0,20209.0
2022-05-25,Ночь,CK50,3078.0,31274.0,8848.0
2022-05-25,Ночь,V20,4723.0,13601.0,24876.0
2022-05-25,Ночь,V26/60_1,2579.0,16384.0,24237.0
2022-05-25,Ночь,V26/60_2,1374.0,12237.0,29589.0
2022-05-25,Ночь,V26/85,4155.0,13209.0,25836.0
2022-05-25,Ночь,VCENTR-102,0.0,43200.0,0.0
2022-05-25,Ночь,VCENTR-70,7856.0,7971.0,27373.0
2022-05-25,Ночь,VTM9,7421.0,19141.0,16638.0
2022-05-26,День,CK50,3903.0,16698.0,22599.0
2022-05-26,День,V20,6407.0,12297.0,24496.0
2022-05-26,День,V26/60_1,5712.0,15713.0,21775.0
2022-05-26,День,V26/60_2,4999.0,7292.0,30909.0
2022-05-26,День,V26/85,5905.0,9988.0,27307.0
2022-05-26,День,VCENTR-102,237.0,42963.0,0.0
2022-05-26,День,VCENTR-70,4894.0,16730.0,21576.0
2022-05-26,День,VTM9,1747.0,25958.0,15495.0
2022-05-26,Ночь,CK50,4496.0,18723.0,19981.0
2022-05-26,Ночь,V20,4719.0,10201.0,28280.0
2022-05-26,Ночь,V26/60_1,2128.0,21100.0,19972.0
2022-05-26,Ночь,V26/60_2,1484.0,14906.0,26810.0
2022-05-26,Ночь,V26/85,4127.0,9289.0,29784.0
2022-05-26,Ночь,VCENTR-102,0.0,43200.0,0.0
2022-05-26,Ночь,VCENTR-70,5551.0,15455.0,22194.0
2022-05-26,Ночь,VTM9,1631.0,27016.0,14553.0
2022-05-27,День,CK50,5801.0,13654.0,23745.0
2022-05-27,День,V20,3878.0,6755.0,32567.0
2022-05-27,День,V26/60_1,7039.0,7181.0,28980.0
2022-05-27,День,V26/60_2,8066.0,7711.0,27423.0
2022-05-27,День,V26/85,3760.0,6411.0,33029.0
2022-05-27,День,VCENTR-102,10.0,43190.0,0.0
2022-05-27,День,VCENTR-70,3606.0,31944.0,7650.0
2022-05-27,День,VTM9,3432.0,32678.0,7090.0
2022-05-27,Ночь,CK50,4035.0,20427.0,18738.0
2022-05-27,Ночь,V20,4668.0,16675.0,21857.0
2022-05-27,Ночь,V26/60_1,1541.0,17774.0,23885.0
2022-05-27,Ночь,V26/60_2,2341.0,17598.0,23261.0
2022-05-27,Ночь,V26/85,2538.0,20142.0,20520.0
2022-05-27,Ночь,VCENTR-102,0.0,43200.0,0.0
2022-05-27,Ночь,VCENTR-70,0.0,43144.0,56.0
2022-05-27,Ночь,VTM9,4356.0,25896.0,12948.0
2022-05-28,День,CK50,92.0,42872.0,236.0
2022-05-28,День,V20,1058.0,34010.0,8132.0
2022-05-28,День,V26/60_1,4510.0,13589.0,25101.0
2022-05-28,День,V26/60_2,6430.0,13167.0,23603.0
2022-05-28,День,V26/85,2012.0,33866.0,7322.0
2022-05-28,День,VCENTR-102,0.0,43200.0,0.0
2022-05-28,День,VCENTR-70,4115.0,32576.0,6509.0
2022-05-28,День,VTM9,2421.0,33693.0,7086.0
2022-05-28,Ночь,CK50,4803.0,14020.0,24377.0
2022-05-28,Ночь,V20,3012.0,17560.0,22628.0
2022-05-28,Ночь,V26/60_1,3635.0,7892.0,31673.0
2022-05-28,Ночь,V26/60_2,4730.0,8023.0,30447.0
2022-05-28,Ночь,V26/85,7739.0,18833.0,16628.0
2022-05-28,Ночь,VCENTR-102,0.0,43200.0,0.0
2022-05-28,Ночь,VCENTR-70,4932.0,31713.0,6555.0
2022-05-28,Ночь,VTM9,5817.0,24221.0,13162.0
2022-05-29,День,CK50,0.0,43200.0,0.0
2022-05-29,День,V20,2887.0,22215.0,18098.0
2022-05-29,День,V26/60_1,4356.0,9247.0,29597.0
2022-05-29,День,V26/60_2,5938.0,8210.0,29052.0
2022-05-29,День,V26/85,5703.0,19858.0,17639.0
2022-05-29,День,VCENTR-102,4.0,43196.0,0.0
2022-05-29,День,VCENTR-70,6207.0,18343.0,18650.0
2022-05-29,День,VTM9,426.0,41223.0,1551.0
2022-05-29,Ночь,CK50,3874.0,14103.0,25223.0
2022-05-29,Ночь,V20,4102.0,15169.0,23929.0
2022-05-29,Ночь,V26/60_1,3904.0,7661.0,31635.0
2022-05-29,Ночь,V26/60_2,4003.0,15232.0,23965.0
2022-05-29,Ночь,V26/85,4461.0,14692.0,24047.0
2022-05-29,Ночь,VCENTR-102,0.0,43200.0,0.0
2022-05-29,Ночь,VCENTR-70,3048.0,18187.0,21965.0
2022-05-29,Ночь,VTM9,3520.0,33694.0,5986.0
2022-05-30,День,CK50,24.0,42872.0,304.0
2022-05-30,День,V20,3737.0,22321.0,17142.0
2022-05-30,День,V26/60_1,3472.0,8135.0,31593.0
2022-05-30,День,V26/60_2,6982.0,9269.0,26949.0
2022-05-30,День,V26/85,3060.0,23258.0,16882.0
2022-05-30,День,VCENTR-102,0.0,43200.0,0.0
2022-05-30,День,VCENTR-70,3093.0,14009.0,26098.0
2022-05-30,День,VTM9,3980.0,31459.0,7761.0
2022-05-30,Ночь,CK50,3322.0,24697.0,15181.0
2022-05-30,Ночь,V20,4545.0,19512.0,19143.0
2022-05-30,Ночь,V26/60_1,3517.0,7534.0,32149.0
2022-05-30,Ночь,V26/60_2,6066.0,11130.0,26004.0
2022-05-30,Ночь,V26/85,3960.0,13920.0,25320.0
2022-05-30,Ночь,VCENTR-102,0.0,43200.0,0.0
2022-05-30,Ночь,VCENTR-70,4662.0,24774.0,13764.0
2022-05-30,Ночь,VTM9,867.0,38428.0,3905.0
2022-05-31,День,CK50,5433.0,20885.0,16882.0
2022-05-31,День,V20,2869.0,18837.0,21494.0
2022-05-31,День,V26/60_1,2514.0,14063.0,26623.0
2022-05-31,День,V26/60_2,4312.0,19645.0,19243.0
2022-05-31,День,V26/85,3275.0,12080.0,27845.0
2022-05-31,День,VCENTR-102,84.0,43107.0,9.0
2022-05-31,День,VCENTR-70,4240.0,22032.0,16928.0
2022-05-31,День,VTM9,2944.0,37153.0,3103.0
2022-05-31,Ночь,CK50,8440.0,8203.0,26557.0
2022-05-31,Ночь,V20,4470.0,5956.0,32774.0
2022-05-31,Ночь,V26/60_1,6839.0,4252.0,32109.0
2022-05-31,Ночь,V26/60_2,11417.0,9392.0,22391.0
2022-05-31,Ночь,V26/85,4804.0,8771.0,29625.0
2022-05-31,Ночь,VCENTR-102,0.0,43200.0,0.0
2022-05-31,Ночь,VCENTR-70,6991.0,25206.0,11003.0
2022-05-31,Ночь,VTM9,4627.0,23102.0,15471.0
2022-06-01,День,CK50,279.0,41723.0,1198.0
2022-06-01,День,V20,2521.0,16268.0,24411.0
2022-06-01,День,V26/60_1,1625.0,16818.0,24757.0
2022-06-01,День,V26/60_2,2132.0,16519.0,24549.0
2022-06-01,День,V26/85,3266.0,19974.0,19960.0
2022-06-01,День,VCENTR-102,91.0,43109.0,0.0
2022-06-01,День,VCENTR-70,4099.0,11407.0,27694.0
2022-06-01,День,VTM9,3677.0,31759.0,7764.0
2022-06-01,Ночь,CK50,6124.0,8204.0,28872.0
2022-06-01,Ночь,V20,3487.0,8600.0,31113.0
2022-06-01,Ночь,V26/60_1,7019.0,8175.0,28006.0
2022-06-01,Ночь,V26/60_2,8057.0,8871.0,26272.0
2022-06-01,Ночь,V26/85,5666.0,6485.0,31049.0
2022-06-01,Ночь,VCENTR-102,20.0,43180.0,0.0
2022-06-01,Ночь,VCENTR-70,2454.0,11825.0,28921.0
2022-06-01,Ночь,VTM9,0.0,43200.0,0.0
2022-06-02,День,CK50,203.0,41709.0,1288.0
2022-06-02,День,V20,2243.0,19145.0,21812.0
2022-06-02,День,V26/60_1,3463.0,16573.0,23164.0
2022-06-02,День,V26/60_2,4241.0,22874.0,16085.0
2022-06-02,День,V26/85,3024.0,20554.0,19622.0
2022-06-02,День,VCENTR-102,50.0,43150.0,0.0
2022-06-02,День,VCENTR-70,2222.0,15912.0,25066.0
2022-06-02,День,VTM9,6441.0,26559.0,10200.0
2022-06-02,Ночь,CK50,5971.0,9568.0,27661.0
2022-06-02,Ночь,V20,3629.0,6966.0,32605.0
2022-06-02,Ночь,V26/60_1,8920.0,6301.0,27979.0
2022-06-02,Ночь,V26/60_2,13237.0,8112.0,21851.0
2022-06-02,Ночь,V26/85,6221.0,6331.0,30648.0
2022-06-02,Ночь,VCENTR-102,0.0,43200.0,0.0
2022-06-02,Ночь,VCENTR-70,4048.0,19824.0,19328.0
2022-06-02,Ночь,VTM9,5350.0,19878.0,17972.0
2022-06-03,День,CK50,7270.0,14187.0,21743.0
2022-06-03,День,V20,7131.0,21867.0,14202.0
2022-06-03,День,V26/60_1,4571.0,11093.0,27536.0
2022-06-03,День,V26/60_2,5844.0,10730.0,26626.0
2022-06-03,День,V26/85,7313.0,23168.0,12719.0
2022-06-03,День,VCENTR-102,0.0,43200.0,0.0
2022-06-03,День,VCENTR-70,728.0,29467.0,13005.0
2022-06-03,День,VTM9,4034.0,26768.0,12398.0
2022-06-03,Ночь,CK50,0.0,43200.0,0.0
2022-06-03,Ночь,V20,0.0,43200.0,0.0
2022-06-03,Ночь,V26/60_1,7580.0,9124.0,26496.0
2022-06-03,Ночь,V26/60_2,6699.0,9922.0,26579.0
2022-06-03,Ночь,V26/85,0.0,43200.0,0.0
2022-06-03,Ночь,VCENTR-102,0.0,43200.0,0.0
2022-06-03,Ночь,VCENTR-70,1290.0,5424.0,36486.0
2022-06-03,Ночь,VTM9,4057.0,15986.0,23157.0
2022-06-04,День,CK50,6418.0,16980.0,19802.0
2022-06-04,День,V20,6647.0,18802.0,17751.0
2022-06-04,День,V26/60_1,5938.0,12043.0,25219.0
2022-06-04,День,V26/60_2,5386.0,17529.0,20285.0
2022-06-04,День,V26/85,7542.0,19711.0,15947.0
2022-06-04,День,VCENTR-102,0.0,43200.0,0.0
2022-06-04,День,VCENTR-70,2318.0,9850.0,31032.0
2022-06-04,День,VTM9,3186.0,12543.0,27471.0
2022-06-04,Ночь,CK50,0.0,43200.0,0.0
2022-06-04,Ночь,V20,0.0,43200.0,0.0
2022-06-04,Ночь,V26/60_1,6180.0,9648.0,27372.0
2022-06-04,Ночь,V26/60_2,10444.0,16200.0,16556.0
2022-06-04,Ночь,V26/85,0.0,43200.0,0.0
2022-06-04,Ночь,VCENTR-102,0.0,43200.0,0.0
2022-06-04,Ночь,VCENTR-70,1134.0,3595.0,38471.0
2022-06-04,Ночь,VTM9,3235.0,20488.0,19477.0
2022-06-05,День,CK50,3595.0,31428.0,8177.0
2022-06-05,День,V20,6305.0,19122.0,17773.0
2022-06-05,День,V26/60_1,2832.0,22185.0,18183.0
2022-06-05,День,V26/60_2,5574.0,13482.0,24144.0
2022-06-05,День,V26/85,7938.0,21081.0,14181.0
2022-06-05,День,VCENTR-102,375.0,42784.0,41.0
2022-06-05,День,VCENTR-70,2283.0,8898.0,32019.0
2022-06-05,День,VTM9,3359.0,28161.0,11680.0
2022-06-05,Ночь,CK50,0.0,43200.0,0.0
2022-06-05,Ночь,V20,45.0,42925.0,230.0
2022-06-05,Ночь,V26/60_1,5950.0,23083.0,14167.0
2022-06-05,Ночь,V26/60_2,7127.0,12104.0,23969.0
2022-06-05,Ночь,V26/85,87.0,42936.0,177.0
2022-06-05,Ночь,VCENTR-102,0.0,43200.0,0.0
2022-06-05,Ночь,VCENTR-70,677.0,2803.0,39720.0
2022-06-05,Ночь,VTM9,0.0,43200.0,0.0
2022-06-06,День,CK50,1284.0,38045.0,3871.0
2022-06-06,День,V20,2260.0,28879.0,12061.0
2022-06-06,День,V26/60_1,11797.0,19153.0,12250.0
2022-06-06,День,V26/60_2,3895.0,28917.0,10388.0
2022-06-06,День,V26/85,2043.0,31507.0,9650.0
2022-06-06,День,VCENTR-102,38.0,43162.0,0.0
2022-06-06,День,VCENTR-70,2474.0,16265.0,24461.0
2022-06-06,День,VTM9,2978.0,33243.0,6979.0
2022-06-06,Ночь,CK50,63.0,42793.0,344.0
2022-06-06,Ночь,V20,4907.0,11787.0,26506.0
2022-06-06,Ночь,V26/60_1,4411.0,22303.0,16486.0
2022-06-06,Ночь,V26/60_2,4703.0,15264.0,23233.0
2022-06-06,Ночь,V26/85,7293.0,14335.0,21572.0
2022-06-06,Ночь,VCENTR-102,68.0,43107.0,25.0
2022-06-06,Ночь,VCENTR-70,2769.0,9043.0,31388.0
2022-06-06,Ночь,VTM9,0.0,43200.0,0.0
2022-06-07,День,CK50,3619.0,13937.0,25644.0
2022-06-07,День,V20,4935.0,8654.0,29611.0
2022-06-07,День,V26/60_1,5401.0,9734.0,28065.0
2022-06-07,День,V26/60_2,6400.0,11527.0,25273.0
2022-06-07,День,V26/85,6658.0,18707.0,17835.0
2022-06-07,День,VCENTR-102,145.0,39999.0,3056.0
2022-06-07,День,VCENTR-70,2298.0,15287.0,25615.0
2022-06-07,День,VTM9,3088.0,25657.0,14455.0
2022-06-07,Ночь,CK50,1517.0,25167.0,16516.0
2022-06-07,Ночь,V20,1343.0,32994.0,8863.0
2022-06-07,Ночь,V26/60_1,2893.0,15245.0,25062.0
2022-06-07,Ночь,V26/60_2,4353.0,18836.0,20011.0
2022-06-07,Ночь,V26/85,1499.0,37065.0,4636.0
2022-06-07,Ночь,VCENTR-102,62.0,0.0,49709.0
2022-06-07,Ночь,VCENTR-70,4653.0,20553.0,17994.0
2022-06-07,Ночь,VTM9,3914.0,21911.0,17375.0
2022-06-08,День,CK50,4533.0,12957.0,25710.0
2022-06-08,День,V20,3723.0,24749.0,14728.0
2022-06-08,День,V26/60_1,2168.0,30529.0,10503.0
2022-06-08,День,V26/60_2,8144.0,16174.0,18882.0
2022-06-08,День,V26/85,1998.0,35163.0,6039.0
2022-06-08,День,VCENTR-102,1160.0,35396.0,6644.0
2022-06-08,День,VCENTR-70,2217.0,14650.0,26333.0
2022-06-08,День,VTM9,3137.0,32731.0,7332.0
2022-06-08,Ночь,CK50,39.0,43082.0,79.0
2022-06-08,Ночь,V20,3814.0,19743.0,19643.0
2022-06-08,Ночь,V26/60_1,2881.0,16095.0,24224.0
2022-06-08,Ночь,V26/60_2,5066.0,17819.0,20315.0
2022-06-08,Ночь,V26/85,3081.0,20313.0,19806.0
2022-06-08,Ночь,VCENTR-102,3700.0,6976.0,32524.0
2022-06-08,Ночь,VCENTR-70,3329.0,6467.0,33404.0
2022-06-08,Ночь,VTM9,2839.0,35041.0,5320.0
2022-06-09,День,CK50,0.0,43200.0,0.0
2022-06-09,День,V20,0.0,43200.0,0.0
2022-06-09,День,V26/60_1,3994.0,12472.0,26734.0
2022-06-09,День,V26/60_2,4996.0,26314.0,11890.0
2022-06-09,День,V26/85,80.0,43120.0,0.0
2022-06-09,День,VCENTR-102,1086.0,4577.0,37537.0
2022-06-09,День,VCENTR-70,2282.0,10729.0,30189.0
2022-06-09,День,VTM9,1091.0,40628.0,1481.0
2022-06-09,Ночь,CK50,5228.0,21172.0,16800.0
2022-06-09,Ночь,V20,5883.0,24714.0,12603.0
2022-06-09,Ночь,V26/60_1,5442.0,7572.0,30186.0
2022-06-09,Ночь,V26/60_2,3204.0,15269.0,24727.0
2022-06-09,Ночь,V26/85,3392.0,32119.0,7689.0
2022-06-09,Ночь,VCENTR-102,3118.0,6546.0,33536.0
2022-06-09,Ночь,VCENTR-70,4891.0,17106.0,21203.0
2022-06-09,Ночь,VTM9,30.0,43170.0,0.0
2022-06-10,День,CK50,0.0,43200.0,0.0
2022-06-10,День,V20,4562.0,15969.0,22669.0
2022-06-10,День,V26/60_1,3445.0,16351.0,23404.0
2022-06-10,День,V26/60_2,6420.0,14944.0,21836.0
2022-06-10,День,V26/85,1855.0,38526.0,2819.0
2022-06-10,День,VCENTR-102,1441.0,22313.0,19446.0
2022-06-10,День,VCENTR-70,2410.0,4928.0,35862.0
2022-06-10,День,VTM9,0.0,43200.0,0.0
2022-06-10,Ночь,CK50,2977.0,20522.0,19701.0
2022-06-10,Ночь,V20,6670.0,17600.0,18930.0
2022-06-10,Ночь,V26/60_1,4321.0,18131.0,20748.0
2022-06-10,Ночь,V26/60_2,3689.0,15199.0,24312.0
2022-06-10,Ночь,V26/85,6431.0,20779.0,15990.0
2022-06-10,Ночь,VCENTR-102,5787.0,21447.0,15966.0
2022-06-10,Ночь,VCENTR-70,1645.0,22958.0,18597.0
2022-06-10,Ночь,VTM9,6.0,43194.0,0.0
2022-06-11,День,CK50,0.0,43200.0,0.0
2022-06-11,День,V20,0.0,43200.0,0.0
2022-06-11,День,V26/60_1,0.0,43200.0,0.0
2022-06-11,День,V26/60_2,0.0,43200.0,0.0
2022-06-11,День,V26/85,0.0,43200.0,0.0
2022-06-11,День,VCENTR-102,0.0,43200.0,0.0
2022-06-11,День,VCENTR-70,0.0,43200.0,0.0
2022-06-11,День,VTM9,0.0,43200.0,0.0
2022-06-11,Ночь,CK50,0.0,43200.0,0.0
2022-06-11,Ночь,V20,0.0,43200.0,0.0
2022-06-11,Ночь,V26/60_1,0.0,43200.0,0.0
2022-06-11,Ночь,V26/60_2,0.0,43200.0,0.0
2022-06-11,Ночь,V26/85,0.0,43200.0,0.0
2022-06-11,Ночь,VCENTR-102,0.0,43200.0,0.0
2022-06-11,Ночь,VCENTR-70,0.0,43200.0,0.0
2022-06-11,Ночь,VTM9,0.0,43200.0,0.0
2022-06-12,День,CK50,0.0,43200.0,0.0
2022-06-12,День,V20,0.0,43200.0,0.0
2022-06-12,День,V26/60_1,0.0,43200.0,0.0
2022-06-12,День,V26/60_2,0.0,43200.0,0.0
2022-06-12,День,V26/85,0.0,43200.0,0.0
2022-06-12,День,VCENTR-102,0.0,43200.0,0.0
2022-06-12,День,VCENTR-70,0.0,43200.0,0.0
2022-06-12,День,VTM9,0.0,43200.0,0.0
2022-06-12,Ночь,CK50,0.0,43200.0,0.0
2022-06-12,Ночь,V20,0.0,43200.0,0.0
2022-06-12,Ночь,V26/60_1,0.0,43200.0,0.0
2022-06-12,Ночь,V26/60_2,0.0,43200.0,0.0
2022-06-12,Ночь,V26/85,0.0,43200.0,0.0
2022-06-12,Ночь,VCENTR-102,0.0,43200.0,0.0
2022-06-12,Ночь,VCENTR-70,0.0,43200.0,0.0
2022-06-12,Ночь,VTM9,0.0,43200.0,0.0
2022-06-13,День,CK50,0.0,43200.0,0.0
2022-06-13,День,V20,0.0,43200.0,0.0
2022-06-13,День,V26/60_1,0.0,43200.0,0.0
2022-06-13,День,V26/60_2,0.0,43200.0,0.0
2022-06-13,День,V26/85,0.0,43200.0,0.0
2022-06-13,День,VCENTR-102,0.0,43200.0,0.0
2022-06-13,День,VCENTR-70,0.0,43200.0,0.0
2022-06-13,День,VTM9,0.0,43200.0,0.0
2022-06-13,Ночь,CK50,0.0,43200.0,0.0
2022-06-13,Ночь,V20,0.0,43200.0,0.0
2022-06-13,Ночь,V26/60_1,0.0,43200.0,0.0
2022-06-13,Ночь,V26/60_2,0.0,43118.0,82.0
2022-06-13,Ночь,V26/85,3.0,43059.0,138.0
2022-06-13,Ночь,VCENTR-102,0.0,43200.0,0.0
2022-06-13,Ночь,VCENTR-70,21.0,43179.0,0.0
2022-06-13,Ночь,VTM9,0.0,43200.0,0.0
2022-06-14,День,CK50,0.0,43200.0,0.0
2022-06-14,День,V20,3065.0,23609.0,16526.0
2022-06-14,День,V26/60_1,6227.0,22703.0,14270.0
2022-06-14,День,V26/60_2,5652.0,15556.0,21992.0
2022-06-14,День,V26/85,3063.0,13099.0,27038.0
2022-06-14,День,VCENTR-102,1403.0,30620.0,11177.0
2022-06-14,День,VCENTR-70,1184.0,37634.0,4382.0
2022-06-14,День,VTM9,1742.0,38024.0,3434.0
2022-06-14,Ночь,CK50,0.0,43200.0,0.0
2022-06-14,Ночь,V20,4159.0,5836.0,33205.0
2022-06-14,Ночь,V26/60_1,3571.0,15600.0,24029.0
2022-06-14,Ночь,V26/60_2,5138.0,17233.0,20829.0
2022-06-14,Ночь,V26/85,5704.0,7707.0,29789.0
2022-06-14,Ночь,VCENTR-102,9586.0,14929.0,18685.0
2022-06-14,Ночь,VCENTR-70,796.0,37240.0,5164.0
2022-06-14,Ночь,VTM9,5397.0,11968.0,25835.0
2022-06-15,День,CK50,5.0,42955.0,240.0
2022-06-15,День,V20,1951.0,32577.0,8672.0
2022-06-15,День,V26/60_1,8137.0,21842.0,13221.0
2022-06-15,День,V26/60_2,4795.0,9568.0,28837.0
2022-06-15,День,V26/85,1645.0,33347.0,8208.0
2022-06-15,День,VCENTR-102,3537.0,26737.0,12926.0
2022-06-15,День,VCENTR-70,3447.0,8384.0,31369.0
2022-06-15,День,VTM9,4288.0,24932.0,13980.0
2022-06-15,Ночь,CK50,0.0,43200.0,0.0
2022-06-15,Ночь,V20,4509.0,14000.0,24691.0
2022-06-15,Ночь,V26/60_1,6144.0,19409.0,17647.0
2022-06-15,Ночь,V26/60_2,9552.0,8134.0,25514.0
2022-06-15,Ночь,V26/85,6365.0,21006.0,15829.0
2022-06-15,Ночь,VCENTR-102,2654.0,9865.0,30681.0
2022-06-15,Ночь,VCENTR-70,2193.0,3337.0,37670.0
2022-06-15,Ночь,VTM9,5727.0,6074.0,31399.0
2022-06-16,День,CK50,6.0,43192.0,2.0
2022-06-16,День,V20,5205.0,16855.0,21140.0
2022-06-16,День,V26/60_1,4832.0,8981.0,29387.0
2022-06-16,День,V26/60_2,6994.0,21232.0,14974.0
2022-06-16,День,V26/85,8290.0,17063.0,17847.0
2022-06-16,День,VCENTR-102,3471.0,13792.0,25937.0
2022-06-16,День,VCENTR-70,5642.0,18094.0,19464.0
2022-06-16,День,VTM9,4202.0,17353.0,21645.0
2022-06-16,Ночь,CK50,0.0,43200.0,0.0
2022-06-16,Ночь,V20,9955.0,21168.0,12077.0
2022-06-16,Ночь,V26/60_1,4068.0,6671.0,32461.0
2022-06-16,Ночь,V26/60_2,8486.0,9146.0,25568.0
2022-06-16,Ночь,V26/85,5064.0,20101.0,18035.0
