MachineName,StatusType,StDateTime,EndDateTime,PartCount,ProgNo,CycleRecord,AlmMsg,ControlPartCount,Date,Time_Cycle,Cycle_sec,time_of_day,Weekend,TimeOut,Hours,Minutes
VCENTR-102,3.0,2023-05-11 10:37:58,2023-05-11 10:38:00,0.0,,False,"No:1008, ATC START ALARM",0.0,2023-05-11,0 days 00:00:02,2.0,День,0,<1 min,10,37
V26/85,1.0,2023-05-11 10:37:58,2023-05-11 10:38:55,1.0,O2005,True,,77.0,2023-05-11,0 days 00:00:57,57.0,День,0,<1 min,10,37
VCENTR-102,2.0,2023-05-11 10:38:00,2023-05-11 10:38:10,0.0,,False,,0.0,2023-05-11,0 days 00:00:10,10.0,День,0,<1 min,10,38
VCENTR-102,1.0,2023-05-11 10:38:10,2023-05-11 10:38:12,0.0,O0,True,,0.0,2023-05-11,0 days 00:00:02,2.0,День,0,<1 min,10,38
VCENTR-102,2.0,2023-05-11 10:38:12,2023-05-11 10:39:22,0.0,,False,,0.0,2023-05-11,0 days 00:01:10,70.0,День,0,1-5 min,10,38
VCENTR-70,2.0,2023-05-11 10:38:32,2023-05-11 10:38:54,0.0,,False,,66.0,2023-05-11,0 days 00:00:22,22.0,День,0,<1 min,10,38
CK50,2.0,2023-05-11 10:38:33,2023-05-11 10:38:44,0.0,,False,,96.0,2023-05-11,0 days 00:00:11,11.0,День,0,<1 min,10,38
CK50,1.0,2023-05-11 10:38:44,2023-05-11 10:40:05,1.0,O0075,True,,97.0,2023-05-11,0 days 00:01:21,81.0,День,0,1-5 min,10,38
VCENTR-70,1.0,2023-05-11 10:38:54,2023-05-11 10:40:50,1.0,O1120,True,,67.0,2023-05-11,0 days 00:01:56,116.0,День,0,1-5 min,10,38
V26/85,2.0,2023-05-11 10:38:55,2023-05-11 10:39:02,0.0,,False,,77.0,2023-05-11,0 days 00:00:07,7.0,День,0,<1 min,10,38
V26/85,1.0,2023-05-11 10:39:02,2023-05-11 10:39:59,1.0,O2005,True,,78.0,2023-05-11,0 days 00:00:57,57.0,День,0,<1 min,10,39
V26/60_1,2.0,2023-05-11 10:39:18,2023-05-11 10:39:30,0.0,,False,,88.0,2023-05-11,0 days 00:00:12,12.0,День,0,<1 min,10,39
VCENTR-102,1.0,2023-05-11 10:39:22,2023-05-11 10:39:26,0.0,O2130,True,,0.0,2023-05-11,0 days 00:00:04,4.0,День,0,<1 min,10,39
VCENTR-102,2.0,2023-05-11 10:39:26,2023-05-11 10:39:56,0.0,,False,,0.0,2023-05-11,0 days 00:00:30,30.0,День,0,<1 min,10,39
V26/60_1,1.0,2023-05-11 10:39:30,2023-05-11 10:40:52,1.0,O1239,True,,89.0,2023-05-11,0 days 00:01:22,82.0,День,0,1-5 min,10,39
VCENTR-102,3.0,2023-05-11 10:39:56,2023-05-11 10:40:21,0.0,,False,"No:100,PARAMETER WRITE ENABLE ",0.0,2023-05-11,0 days 00:00:25,25.0,День,0,<1 min,10,39
V26/85,2.0,2023-05-11 10:39:59,2023-05-11 10:40:07,0.0,,False,,78.0,2023-05-11,0 days 00:00:08,8.0,День,0,<1 min,10,39
CK50,2.0,2023-05-11 10:40:05,2023-05-11 10:40:30,0.0,,False,,97.0,2023-05-11,0 days 00:00:25,25.0,День,0,<1 min,10,40
V26/85,1.0,2023-05-11 10:40:07,2023-05-11 10:41:04,1.0,O2005,True,,79.0,2023-05-11,0 days 00:00:57,57.0,День,0,<1 min,10,40
VCENTR-102,2.0,2023-05-11 10:40:21,2023-05-11 10:40:40,0.0,,False,,0.0,2023-05-11,0 days 00:00:19,19.0,День,0,<1 min,10,40
CK50,1.0,2023-05-11 10:40:30,2023-05-11 10:41:52,1.0,O0075,True,,98.0,2023-05-11,0 days 00:01:22,82.0,День,0,1-5 min,10,40
VCENTR-102,1.0,2023-05-11 10:40:40,2023-05-11 10:40:45,0.0,O2130,True,,0.0,2023-05-11,0 days 00:00:05,5.0,День,0,<1 min,10,40
VCENTR-102,2.0,2023-05-11 10:40:45,2023-05-11 10:40:52,0.0,,False,,0.0,2023-05-11,0 days 00:00:07,7.0,День,0,<1 min,10,40
VCENTR-70,2.0,2023-05-11 10:40:50,2023-05-11 10:41:12,0.0,,False,,67.0,2023-05-11,0 days 00:00:22,22.0,День,0,<1 min,10,40
VCENTR-102,1.0,2023-05-11 10:40:52,2023-05-11 10:40:55,0.0,O2130,True,,0.0,2023-05-11,0 days 00:00:03,3.0,День,0,<1 min,10,40
V26/60_1,2.0,2023-05-11 10:40:52,2023-05-11 10:41:06,0.0,,False,,89.0,2023-05-11,0 days 00:00:14,14.0,День,0,<1 min,10,40
VCENTR-102,2.0,2023-05-11 10:40:55,2023-05-11 10:41:14,0.0,,False,,0.0,2023-05-11,0 days 00:00:19,19.0,День,0,<1 min,10,40
V26/85,2.0,2023-05-11 10:41:04,2023-05-11 10:41:15,0.0,,False,,79.0,2023-05-11,0 days 00:00:11,11.0,День,0,<1 min,10,41
V26/60_1,1.0,2023-05-11 10:41:06,2023-05-11 10:42:27,1.0,O1239,True,,90.0,2023-05-11,0 days 00:01:21,81.0,День,0,1-5 min,10,41
VCENTR-70,1.0,2023-05-11 10:41:12,2023-05-11 10:43:08,1.0,O1120,True,,68.0,2023-05-11,0 days 00:01:56,116.0,День,0,1-5 min,10,41
VCENTR-102,3.0,2023-05-11 10:41:14,2023-05-11 10:41:44,0.0,,False,"No:100,PARAMETER WRITE ENABLE ",0.0,2023-05-11,0 days 00:00:30,30.0,День,0,<1 min,10,41
V26/85,1.0,2023-05-11 10:41:15,2023-05-11 10:42:11,1.0,O2005,True,,80.0,2023-05-11,0 days 00:00:56,56.0,День,0,<1 min,10,41
V26/60_2,1.0,2023-05-11 10:41:21,2023-05-11 10:44:01,1.0,O1120,True,,51.0,2023-05-11,0 days 00:02:40,160.0,День,0,1-5 min,10,41
VCENTR-102,2.0,2023-05-11 10:41:44,2023-05-11 10:41:54,0.0,,False,,0.0,2023-05-11,0 days 00:00:10,10.0,День,0,<1 min,10,41
